recall,precision
0.0,0.9755746387617628
0.003562945368171013,0.9755746387617628
0.007422802850356278,0.988125
0.011282660332541541,0.9921556322560401
0.015142517814726806,0.9941434665746061
0.01900237529691207,0.9953275165012443
0.022862232779097335,0.9961133112951265
0.0267220902612826,0.9966728539908241
0.03058194774346787,0.9970915636978165
0.03414489311163888,0.9948020682296939
0.038004750593824146,0.9953275165012443
0.04186460807600941,0.9957564847613134
0.04572446555819468,0.9961133112951265
0.04958432304037994,0.99641478316986
0.053444180522565214,0.9966728539908241
0.05730403800475048,0.9968962666989019
0.06086698337292149,0.9956225232697448
0.06413301662707825,0.9930933402351463
0.06769596199524927,0.9921556322560402
0.07066508313539178,0.9887663479200006
0.07452494061757704,0.9893419694544584
0.0783847980997623,0.9898614757422467
0.08224465558194756,0.9903326911074326
0.08580760095011856,0.9897110204718201
0.08937054631828958,0.989139607487747
0.09263657957244635,0.9876363257763086
0.09560570071258886,0.9852907591129554
0.09946555819477412,0.9858534905581356
0.10302850356294513,0.9854944115311794
0.10659144893111615,0.9851595736371541
0.10985748218527291,0.9840193786061534
0.11342042755344393,0.9837518752534952
0.11698337292161494,0.9835007989086845
0.12054631828978596,0.9832646815081241
0.12381235154394273,0.9823065415881946
0.12767220902612797,0.9828322767653841
0.131235154394299,0.9826338110558643
0.13509501187648426,0.9831216132184419
0.13895486935866952,0.983582760170048
0.14281472684085478,0.9840193786061533
0.14637767220902578,0.9838120915156426
0.15023752969121104,0.9842214241687183
0.1540973871733963,0.9846105663311591
0.15766033254156728,0.9844045163582552
0.16122327790973828,0.984207654157371
0.16508313539192354,0.9845712026397525
0.16864608076009455,0.9843794189801569
0.1725059382422798,0.9847235935253765
0.17636579572446506,0.9850529283673393
0.18022565320665032,0.9853683630124538
0.1837885985748213,0.9851766321308201
0.18764845605700656,0.9854771149906747
0.19091448931116334,0.9848148428009277
0.1947743467933486,0.9851112877809977
0.19863420427553385,0.9853963799792055
0.2024940617577191,0.985670759298923
0.20635391923990437,0.9859350184392581
0.20991686460807538,0.9857573349724892
0.21377672209026063,0.9860108967751436
0.2176365795724459,0.9862555881884866
0.22149643705463115,0.9864918666818338
0.2253562945368164,0.9867201587989433
0.22921615201900167,0.9869408627278476
0.23277909738717265,0.9867648943699253
0.2366389548693579,0.9869779631889538
0.24049881235154316,0.987184280411799
0.24406175771971417,0.9870128094710795
0.24792161520189943,0.9872124196569787
0.2517814726840847,0.9874059867961713
0.25564133016626994,0.9875937812195965
0.2595011876484552,0.9877760573710374
0.2630641330166262,0.9876087626318354
0.26692399049881144,0.9877857576722121
0.2707838479809967,0.9879577675653861
0.27464370546318195,0.988125
0.2785035629453672,0.9882876512858926
0.28236342042755247,0.9884459071228435
0.28622327790973773,0.9885999433078262
0.290083135391923,0.9887499263864316
0.29394299287410824,0.9888960142535373
0.2978028503562935,0.9890383567077773
0.30166270783847876,0.9891770959639036
0.305522565320664,0.9893123671267264
0.3093824228028493,0.9894442986299511
0.31324228028503454,0.9895730126429075
0.3171021377672198,0.9896986254478827
0.32096199524940505,0.9898212477905013
0.3248218527315903,0.9899409852053784
0.32868171021377557,0.9900579383190533
0.3322446555819466,0.9899003407026342
0.33610451306413186,0.9900151680936772
0.3399643705463171,0.990127413792632
0.3435273159144881,0.9899742496517371
0.34738717339667335,0.9900845423233482
0.3512470308788586,0.9901924347538816
0.35480997624702965,0.9900434681220671
0.3586698337292149,0.9901495607740993
0.3625296912114001,0.9902534163058293
0.36638954869358537,0.9903551047384863
0.3702494061757706,0.9904546932012799
0.37381235154394166,0.9903107235289962
0.3776722090261269,0.9904087993786774
0.3815320665083122,0.9905049096564703
0.38539192399049743,0.9905991128651925
0.3892517814726827,0.9906914652087837
0.39281472684085367,0.990552246079182
0.3963776722090247,0.9904155678394789
0.40023752969120996,0.9905071218662463
0.4040973871733952,0.9905969433275357
0.4079572446555805,0.9906850809428841
0.41152019002375145,0.9905522460791821
0.4153800475059367,0.9906392161306461
0.41923990498812197,0.9907245996044863
0.42309976247030723,0.9908084395237101
0.4269596199524925,0.9908907773697272
0.43081947743467774,0.9909716531507851
0.4343824228028487,0.9908433852615129
0.438242280285034,0.9909233009374797
0.441805225653205,0.9907975899372382
0.44566508313539027,0.9908765638759529
0.44952494061757553,0.9909541938592845
0.4527909738717322,0.9906320298295893
0.45635391923990326,0.9905126704254562
0.4602137767220885,0.9905914929309874
0.4640736342042738,0.9906690164842697
0.46763657957244475,0.9905522460791821
0.47119952494061573,0.9904372684812369
0.475059382422801,0.9905142286570146
0.47891923990498625,0.9905899599825667
0.4824821852731573,0.9904773837864929
0.48634204275534254,0.990552246079182
0.4902019002375278,0.9906259404895232
0.49406175771971306,0.9906984941351558
0.4979216152018983,0.9907699333006232
0.5020783847980979,0.9908456506277771
0.5059382422802831,0.990914855645516
0.5097980997624684,0.9909830221624173
0.5136579572446536,0.9910501733802444
0.5172209026128246,0.9909418888437532
0.5210807600950098,0.9910083826518038
0.5249406175771951,0.9910739073381168
0.5288004750593803,0.9911384839362801
0.5326603325415656,0.9912021328755763
0.5365201900237508,0.9912648740025302
0.5403800475059362,0.991326726601541
0.5442399049881214,0.9913877094146447
0.5478028503562924,0.9912832041106574
0.5510688836104491,0.9910163542879684
0.5549287410926343,0.9910782833678071
0.5584916864608054,0.9909778149217443
0.5620546318289764,0.9908786402254283
0.5659144893111617,0.9909402894371995
0.5694774346793328,0.9908426494330939
0.5733372921615181,0.9909037383444512
0.5771971496437034,0.9909640176057372
0.5807600950118744,0.9908681241781312
0.5846199524940597,0.9909278689182104
0.588479809976245,0.990986836986985
0.5923396674584304,0.9910450434315393
0.5961995249406157,0.9911025029127596
0.600059382422801,0.9911592297176444
0.6039192399049863,0.9912152377711486
0.6074821852731573,0.991122042123344
0.6113420427553427,0.9911776007580412
0.615201900237528,0.9912324683408138
0.6190617577197133,0.9912866576851829
0.6223277909738701,0.9910503361395053
0.6258907363420411,0.99096084977527
0.6294536817102121,0.9908723923496606
0.6333135391923974,0.9909275176983193
0.6371733966745827,0.9909819811952038
0.641033254156768,0.9910357946887773
0.6445961995249391,0.9909489878023536
0.6484560570071244,0.991002378127427
0.6523159144893097,0.9910551422660363
0.656175771971495,0.9911072911702634
0.6600356294536803,0.9911588355382661
0.6638954869358656,0.9912097858215948
0.6674584323040367,0.9911249938300233
0.6707244655581934,0.9909065787261386
0.6745843230403787,0.9909581392885194
0.6778503562945356,0.990742895978972
0.6817102137767209,0.9907948274163203
0.6852731591448918,0.9907144649088225
0.6891330166270773,0.990765993259175
0.6929928741092626,0.9908169528716355
0.6968527315914479,0.9908673531105875
0.7001187648456046,0.9906594159995834
0.7036817102137757,0.9905818624515709
0.707541567695961,0.9906327600188054
0.7114014251781463,0.9906831104210292
0.7146674584323031,0.9904803227033958
0.7185273159144884,0.990530977231628
0.7223871733966737,0.9905810955441308
0.7262470308788591,0.9906306861104373
0.7301068883610444,0.9906797572226467
0.7336698337292153,0.9906052715456877
0.7375296912114007,0.9906539792858883
0.741389548693586,0.9907021845725527
0.7443586698337284,0.9903861578664092
0.7476247030878853,0.9901937203495289
0.7508907363420421,0.9900030306601789
0.7544536817102131,0.9899338889366663
0.7583135391923984,0.9899846128347983
0.7618764845605694,0.9899162333636152
0.7657363420427548,0.98996655274789
0.7695961995249401,0.9900163724244597
0.7734560570071254,0.9900656998002323
0.7770190023752964,0.9899982700357024
0.7808788598574817,0.9900472161968461
0.784738717339667,0.9900956856285319
0.7885985748218524,0.9901436852619327
0.7924584323040377,0.9901912218945069
0.796318289786223,0.990238302193206
0.8001781472684083,0.990284932697593
0.8037410926365793,0.9902187438252567
0.8076009501187646,0.9902650373797234
0.81146080760095,0.9903108947943091
0.8150237529691209,0.9902455052314897
0.8185866983372919,0.9901806934145563
0.8224465558194772,0.9902263263988677
0.8263064133016625,0.9902715372074035
0.8298693586698336,0.9902074913811358
0.8331353919239903,0.9900355639982361
0.8361045130641328,0.9897569478794827
0.8393705463182897,0.9895882043488428
0.8423396674584321,0.989313475145393
0.8450118764845604,0.9889337643487427
0.8488717339667458,0.9889835286796929
0.8524346793349167,0.988926716103006
0.856294536817102,0.9889760801001383
0.8595605700712589,0.9888145230806457
0.8634204275534442,0.988863970087688
0.8666864608076009,0.9887041997881596
0.870249406175772,0.9886497247451576
0.8735154394299287,0.9884920726000394
0.8773752969121141,0.9885421196126538
0.8803444180522566,0.9882833253219319
0.8842042755344419,0.9883338759681624
0.8874703087885987,0.9881799631712538
0.8910332541567697,0.9881289100402555
0.894893111638955,0.9881795072472064
0.8987529691211403,0.9882296749717667
0.9023159144893114,0.9881790588247876
0.9055819477434681,0.988028829161096
0.9091448931116392,0.9879794004884159
0.9130047505938245,0.9880296109623563
0.9168646080760098,0.988079403719226
0.9207244655581951,0.9881287839501158
0.9242874109263661,0.9880797698788283
0.9275534441805229,0.9879334772048234
0.9314133016627082,0.9879828810089082
0.9352731591448935,0.988031881915891
0.9391330166270788,0.9880804848343065
0.9429928741092641,0.9881286945932772
0.946258907363421,0.9879851103605114
0.9501187648456063,0.988033336750985
0.9539786223277916,0.9880811775388113
0.9575415676959625,0.9880340472534022
0.961401425178148,0.9880815158690516
0.9652612826603333,0.9881286093593468
0.9688242280285042,0.9880818490151748
0.9720902612826611,0.9879422502976981
0.975653206650832,0.9878965151091045
0.9789192399049889,0.9877585601489591
0.9815914489311172,0.987436915367883
0.9836698337292169,0.9869328533315949
0.9875296912114022,0.9869832627470178
0.9904988123515447,0.986758630650641
0.9925771971496444,0.9862611935118125
0.9946555819477442,0.9857663333534965
0.9955463182897869,0.9849089184251099
0.9958432304038011,0.9838717129048006
0.9961401425178154,0.9828373059990216
0.9961401425178154,0.9817140488112744
0.9964370546318295,0.9806851182625257
0.9967339667458437,0.9796589533737804
0.9970308788598579,0.9786355430092879
0.9970308788598579,0.977522857822018
0.9970308788598579,0.9764126999540945
0.9970308788598579,0.975305060804571
0.9970308788598579,0.9741999318114842
0.9970308788598579,0.9730973044516332
0.9970308788598579,0.9719971702403613
0.9970308788598579,0.9708995207313369
0.9979216152019006,0.9700827878405497
0.9982185273159148,0.9690832845174668
0.9982185273159148,0.9679934992657173
0.9982185273159148,0.9669061623026945
0.998515439429929,0.9659144253603579
0.998515439429929,0.964832073149288
0.998515439429929,0.9637521438755761
0.998515439429929,0.9626746294123921
0.998515439429929,0.9615995216692097
0.998515439429929,0.9605268125916037
0.9988123515439432,0.9595502828593513
0.9988123515439432,0.9584824555823099
0.9988123515439432,0.9574170023081767
0.9988123515439432,0.9563539151288867
0.9988123515439432,0.9552931861714588
0.9988123515439432,0.9542348075978025
0.9988123515439432,0.9531787716045247
0.9988123515439432,0.9521250704227371
0.9988123515439432,0.9510736963178666
0.9988123515439432,0.9500246415894656
0.9988123515439432,0.9489778985710244
0.9988123515439432,0.9479334596297836
